frame_id,steering_angle
1479425452784608361,0.0380290299654
1479425452834609980,0.0534995310009
1479425452884611953,0.0567142888904
1479425452934601849,0.0311435721815
1479425452984630588,0.0387277603149
1479425453034674381,0.00895706191659
1479425453084683167,0.0843730047345
1479425453134711461,0.118414416909
1479425453184665706,0.106567651033
1479425453234723205,0.151771828532
1479425453284690109,0.0846119970083
1479425453334712197,0.076060116291
1479425453384695179,0.0557515993714
1479425453434771997,0.0225362703204
1479425453484719139,-0.00527718150988
1479425453534887926,-0.00814016070217
1479425453584746259,-0.013845785521
1479425453634743110,-0.00832790601999
1479425453684792122,-0.00733981048688
1479425453734799602,0.00922431237996
1479425453784765115,0.0361975468695
1479425453834837075,0.0259304046631
1479425453884781104,0.0651081725955
1479425453934842652,0.0228751953691
1479425453984831513,-0.00165451283101
1479425454034831660,-0.0351279713213
1479425454084836219,-0.0601067505777
1479425454134878742,-0.0444948077202
1479425454184883542,-0.0321417935193
1479425454234889377,0.0349527969956
1479425454284867819,0.0277426932007
1479425454334887035,0.0625380203128
1479425454384960133,0.0836631059647
1479425454434866999,0.117956578732
1479425454484877099,0.0777058452368
1479425454534965755,0.104777753353
1479425454584960425,0.0782959610224
1479425454634985147,0.0272245071828
1479425454684962544,0.00947846006602
1479425454734974049,0.0115363150835
1479425454784969623,-0.00829239375889
1479425454834992068,0.00722976354882
1479425454885024662,-0.00783766806126
1479425454935000744,-0.0218982640654
1479425454985024030,-0.0256956033409
1479425455034974159,-0.0183052644134
1479425455084988816,-0.0192074663937
1479425455135196249,-0.00696923909709
1479425455185043601,-0.0138595607132
1479425455235022567,-0.0253803431988
1479425455285050614,-0.0059033264406
1479425455335094080,-0.00944665633142
1479425455385076496,-0.0130349127576
1479425455435061538,-0.0102588869631
1479425455485082736,-0.0132824629545
1479425455535127618,-0.0182838030159
1479425455585094908,0.0140774762258
1479425455635124585,0.00663415435702
1479425455685131513,0.00298566161655
1479425455735105758,0.00422177929431
1479425455785133934,-0.00277163856663
1479425455835194894,-0.00292135728523
1479425455885189938,-0.00633929250762
1479425455935224714,-0.016532106325
1479425455985211822,-0.00849089212716
1479425456035194304,-0.00137675728183
1479425456085192347,-0.000783229363151
1479425456135205196,0.00133879273199
1479425456185239597,0.0140491984785
1479425456235223757,0.00412511639297
1479425456285289737,0.00248492555693
1479425456335235126,0.00544600328431
1479425456385302974,0.000730732921511
1479425456435270061,0.00370812462643
1479425456485283777,0.00149102392606
1479425456535173529,0.00355284032412
1479425456585276789,0.00469117844477
1479425456635797438,0.0106275323778
1479425456685307525,0.00696647725999
1479425456735295991,0.00606337096542
1479425456785300349,0.0146331060678
1479425456835252850,0.0167588815093
1479425456885298305,0.0152421826497
1479425456935439781,0.0109640546143
1479425456985195670,0.00759758474305
1479425457035293970,0.00037124325172
1479425457085310967,0.00334515306167
1479425457135319871,0.00102620630059
1479425457185327174,0.00171285530087
1479425457235454552,0.00318827386945
1479425457285396179,0.000929864123464
1479425457335680191,-0.000215772743104
1479425457385403889,-0.00605978118256
1479425457435365862,0.00613876292482
1479425457485440946,0.0126856844872
1479425457535450517,0.0129572907463
1479425457585440122,0.0192277878523
1479425457635453799,0.0193198118359
1479425457685490309,0.0209345091134
1479425457735463426,0.0137312337756
1479425457785461222,0.0266593657434
1479425457835461298,0.0285824760795
1479425457885465463,0.026341335848
1479425457935443994,0.0357098691165
1479425457985574404,0.0444352775812
1479425458035516248,0.0571575984359
1479425458085493111,0.0633869096637
1479425458136360647,0.0594272315502
1479425458185513500,0.0682988613844
1479425458235501711,0.0671261250973
1479425458285570854,0.0680201947689
1479425458335571469,0.0649955868721
1479425458385563406,0.0708620995283
1479425458435515237,0.0791893154383
1479425458485591816,0.094042353332
1479425458535558462,0.0954147130251
1479425458585637408,0.0868635699153
1479425458635623430,0.084773644805
1479425458685606031,0.0827341750264
1479425458735633876,0.0835609585047
1479425458785721635,0.0890377908945
1479425458835615526,0.101534612477
1479425458885675290,0.0995392948389
1479425458935565509,0.117493748665
1479425458985707633,0.133914753795
1479425459035786213,0.157216325402
1479425459085797381,0.163916125894
1479425459135788300,0.166668951511
1479425459185786240,0.177680000663
1479425459235825132,0.183856889606
1479425459285815544,0.182943955064
1479425459335818316,0.188979297876
1479425459385787916,0.193403586745
1479425459435785050,0.201479166746
1479425459485754631,0.220372930169
1479425459535766306,0.223015084863
1479425459585771912,0.235918715596
1479425459636465071,0.247999116778
1479425459685848966,0.249654993415
1479425459735915311,0.264470845461
1479425459786004828,0.275182515383
1479425459835837416,0.26802328229
1479425459885872479,0.270452290773
1479425459935836098,0.26982703805
1479425459985895144,0.279822379351
1479425460035898639,0.304735690355
1479425460085913121,0.334831148386
1479425460135915916,0.329745382071
1479425460185897187,0.338123261929
1479425460235891152,0.344019263983
1479425460285874473,0.350793510675
1479425460335911555,0.342656522989
1479425460385924823,0.341526120901
1479425460435939785,0.344322890043
1479425460485916173,0.348693281412
1479425460535995187,0.346422433853
1479425460585919323,0.348356693983
1479425460636021329,0.337627798319
1479425460686012382,0.337243884802
1479425460735978366,0.341921120882
1479425460786022659,0.317844152451
1479425460836126575,0.308393508196
1479425460886062982,0.30514010787
1479425460936039201,0.308201342821
1479425460986067216,0.326214373112
1479425461036044239,0.324077039957
1479425461086025165,0.356669783592
1479425461136092742,0.334632307291
1479425461186041375,0.349503666162
1479425461236058072,0.360139936209
1479425461286099435,0.370663374662
1479425461336139116,0.391107738018
1479425461386151397,0.371939271688
1479425461436092381,0.38152423501
1479425461486115901,0.38940384984
1479425461536098853,0.40930762887
1479425461586114145,0.405355334282
1479425461636214238,0.414766818285
1479425461686225785,0.414686352015
1479425461736150276,0.385810822248
1479425461786111572,0.391785234213
1479425461836053567,0.41464728117
1479425461886149455,0.404815733433
1479425461936239444,0.429020494223
1479425461986247230,0.416227787733
1479425462036292389,0.373855501413
1479425462086339659,0.349496483803
1479425462136375243,0.315018385649
1479425462186258632,0.287934780121
1479425462236287595,0.262201428413
1479425462286259544,0.252011209726
1479425462336263555,0.256019979715
1479425462386336544,0.236973002553
1479425462436366156,0.217999219894
1479425462486333565,0.209093362093
1479425462536357592,0.213414236903
1479425462586437466,0.203881949186
1479425462636389990,0.210318371654
1479425462686412613,0.204230412841
1479425462736443337,0.203419193625
1479425462786339435,0.18967141211
1479425462836441371,0.171723097563
1479425462886374748,0.159850493073
1479425462936411672,0.164553985
1479425462986389593,0.176127672195
1479425463036419577,0.176170617342
1479425463086398960,0.17952272296
1479425463136517686,0.180607974529
1479425463186442372,0.170351207256
1479425463236508913,0.164546474814
1479425463286463571,0.152210399508
1479425463336416846,0.151537701488
1479425463386544935,0.14430385828
1479425463436580362,0.162784457207
1479425463486542942,0.167715743184
1479425463536555320,0.173821374774
1479425463586548994,0.162928745151
1479425463636538475,0.15306673944
1479425463686540439,0.144630536437
1479425463736563501,0.138322159648
1479425463786541648,0.145120993257
1479425463836571234,0.16391761601
1479425463886551352,0.183204695582
1479425463936636948,0.19502414763
1479425463986676844,0.206792354584
1479425464036541085,0.211213156581
1479425464086638268,0.199529930949
1479425464136608112,0.179799437523
1479425464186611296,0.185090705752
1479425464236603193,0.183666571975
1479425464286627281,0.215142130852
1479425464336639025,0.230731725693
1479425464386624593,0.227239951491
1479425464436634617,0.203676596284
1479425464486686174,0.193643346429
1479425464536723116,0.176102116704
1479425464586654079,0.153776243329
1479425464636737631,0.147657185793
1479425464686718454,0.15158842504
1479425464736677121,0.149079605937
1479425464786819578,0.16233573854
1479425464836759993,0.171572551131
1479425464886744466,0.170876696706
1479425464936803774,0.177089363337
1479425464986752484,0.154695019126
1479425465036782011,0.172590747476
1479425465086825944,0.169587418437
1479425465136802389,0.163303494453
1479425465186824434,0.129520907998
1479425465236787478,0.0982686951756
1479425465286839373,0.0849194303155
1479425465336790704,0.0737759172916
1479425465386827745,0.0721009522676
1479425465436888835,0.0769402980804
1479425465486704280,0.0856901556253
1479425465536740826,0.0796230882406
1479425465586851290,0.0733759179711
1479425465636861208,0.0530730895698
1479425465686863460,0.0402168631554
1479425465736850570,0.0254625286907
1479425465786885844,0.018736500293
1479425465836991130,0.0151501204818
1479425465886884016,0.0189808048308
1479425465936951597,0.0414120033383
1479425465986941594,0.0516766645014
1479425466036861894,0.0612243115902
1479425466086876737,0.0780939310789
1479425466136972790,0.0783346742392
1479425466187045408,0.0741277784109
1479425466236967408,0.0628903880715
1479425466286924703,0.048003513366
1479425466337047501,0.0436936318874
1479425466387068708,0.0302085354924
1479425466437097862,0.0253204926848
1479425466486985077,0.0294665433466
1479425466537029996,0.0540300160646
1479425466587146615,0.0765060484409
1479425466636982407,0.0824840739369
1479425466687154186,0.0938035696745
1479425466737019562,0.10596357286
1479425466787107269,0.101410351694
1479425466837157829,0.107367947698
1479425466887161583,0.111301675439
1479425466937061748,0.122094914317
1479425466987144748,0.142785713077
1479425467037250592,0.154443353415
1479425467087097662,0.162830665708
1479425467137030932,0.178651943803
1479425467187091121,0.171597510576
1479425467237121179,0.161511301994
1479425467287147926,0.145176634192
1479425467337226793,0.125533655286
1479425467387190438,0.13317348063
1479425467437240204,0.12728407979
1479425467487131527,0.12337321043
1479425467537124339,0.106399402022
1479425467587213312,0.102011471987
1479425467637198914,0.120447054505
1479425467687245795,0.0998209863901
1479425467737249898,0.0998726636171
1479425467787180376,0.0966423302889
1479425467837327756,0.0958816036582
1479425467887243591,0.0932308211923
1479425467937326324,0.104871064425
1479425467987181003,0.111682906747
1479425468037288408,0.129039689898
1479425468087278138,0.139757350087
1479425468137258519,0.163300171494
1479425468187221976,0.195816412568
1479425468237279961,0.216911539435
1479425468287290727,0.234491959214
1479425468337392490,0.263362437487
1479425468387363668,0.276866167784
1479425468437361934,0.25626885891
1479425468487275816,0.290288031101
1479425468537505265,0.325246423483
1479425468587327535,0.340091526508
1479425468637426950,0.339593917131
1479425468687444865,0.326123803854
1479425468737475475,0.302307337523
1479425468787473873,0.277263075113
1479425468837539575,0.295303016901
1479425468887430302,0.309094548225
1479425468937411998,0.314966499805
1479425468987450855,0.357422053814
1479425469037422805,0.380390137434
1479425469087464981,0.379878431559
1479425469137457112,0.415471464396
1479425469187499703,0.402734935284
1479425469237439190,0.455001682043
1479425469287461723,0.446876615286
1479425469337485349,0.430252492428
1479425469387486765,0.445456385612
1479425469437503369,0.397231191397
1479425469487482402,0.393580287695
1479425469537533477,0.392062932253
1479425469587525741,0.38181194663
1479425469637544742,0.357722550631
1479425469687549988,0.362135440111
1479425469737509574,0.349722296
1479425469787567215,0.335262089968
1479425469837591780,0.297306865454
1479425469887565806,0.311352729797
1479425469937616223,0.278268486261
1479425469987547665,0.20636369288
1479425470037571237,0.170451655984
1479425470087672702,0.158322915435
1479425470137602908,0.130188152194
1479425470187611693,0.158203050494
1479425470237670583,0.159447625279
1479425470287629689,0.145812526345
1479425470337669931,0.162396773696
1479425470387666538,0.163833171129
1479425470437708967,0.116739630699
1479425470487627112,0.1061270684
1479425470537669194,0.0955866724253
1479425470587738917,0.0881811901927
1479425470637737075,0.0831110775471
1479425470687714256,0.0786165818572
1479425470737828505,0.0893604159355
1479425470787718069,0.102354429662
1479425470837723661,0.136653602123
1479425470887715177,0.139885500073
1479425470937824540,0.127716109157
1479425470987742112,0.111637562513
1479425471037946994,0.104928433895
1479425471087708350,0.0995354801416
1479425471137879420,0.104738995433
1479425471187788170,0.098927333951
1479425471237926467,0.0987083464861
1479425471287812391,0.10076122731
1479425471337938290,0.0845355764031
1479425471387869489,0.0696495473385
1479425471437817786,0.0699395984411
1479425471487922567,0.0519329681993
1479425471537881702,0.0491632558405
1479425471587865675,0.0445160977542
1479425471637871684,0.0341343507171
1479425471687847719,0.0315317809582
1479425471737892952,0.0256669353694
1479425471787856644,0.0242451038212
1479425471837891940,0.0202237814665
1479425471887842023,0.0101552009583
1479425471937964536,0.00656691053882
1479425471988059874,0.0100235268474
1479425472038075823,0.00166792515665
1479425472088001704,-0.00788668170571
1479425472138171167,-0.0217884145677
1479425472188174498,-0.0278255231678
1479425472238035203,-0.0253296755254
1479425472288105559,-0.0205266978592
1479425472338141795,-0.0180683508515
1479425472388088728,-0.019421255216
1479425472438151321,-0.0225478075445
1479425472488161318,-0.0252274461091
1479425472538098169,-0.0353490412235
1479425472588142940,-0.0540763288736
1479425472638183644,-0.0695621818304
1479425472688106000,-0.0709772258997
1479425472738226851,-0.0735247433186
1479425472788196547,-0.065172046423
1479425472838198592,-0.0612283758819
1479425472888232417,-0.0476448461413
1479425472938252437,-0.0493859127164
1479425472988233929,-0.032661806792
1479425473038182153,-0.0408338755369
1479425473088169184,-0.0237478464842
1479425473138220022,-0.0129581894726
1479425473188249245,0.00711707724258
1479425473238252451,0.0257733166218
1479425473288281447,0.0306262336671
1479425473338265983,0.0402830056846
1479425473388245228,0.0490873232484
1479425473438326991,0.0522598177195
1479425473488272568,0.0518803633749
1479425473538246977,0.0693981945515
1479425473588285460,0.0602950267494
1479425473638295459,0.0375896058977
1479425473688291452,0.0415183007717
1479425473738358929,0.0362513028085
1479425473788285813,0.0497870631516
1479425473838316755,0.0318597592413
1479425473888375278,0.0367423631251
1479425473938375490,0.0449744090438
1479425473988331148,0.0526423193514
1479425474038441715,0.0443456321955
1479425474088396056,0.0324983373284
1479425474138376609,0.0185103267431
1479425474188402642,0.0143610090017
1479425474238370303,0.0135389221832
1479425474288443130,0.0227860119194
1479425474338481132,0.0243348926306
1479425474388404577,0.0188536606729
1479425474438416493,0.0219953134656
1479425474488456262,0.0205983258784
1479425474538455214,0.0204986557364
1479425474588420270,0.0204465445131
1479425474638458150,0.0161343403161
1479425474688495756,0.0218195095658
1479425474738524774,0.0367150753736
1479425474788520389,0.0479339025915
1479425474838565095,0.0484213680029
1479425474888420539,0.0459501929581
1479425474938465270,0.0548248887062
1479425474988433846,0.0645669102669
1479425475038597612,0.0768888741732
1479425475088523291,0.0692294985056
1479425475138528325,0.0487757101655
1479425475188503326,0.0338238254189
1479425475238439346,0.037119243294
1479425475288549236,0.0536741130054
1479425475338512029,0.061279848218
1479425475388514936,0.0595486722887
1479425475438522963,0.0552537851036
1479425475488518345,0.0643690750003
1479425475538554968,0.0704618990421
1479425475588609769,0.0592451021075
1479425475638567482,0.0329935289919
1479425475688557528,0.0233043320477
1479425475738621943,0.0184274949133
1479425475788654601,0.0215004179627
1479425475838585986,0.0248591639102
1479425475888678646,0.021883867681
1479425475938681487,0.0225078947842
1479425475988629010,0.0217855423689
1479425476038620673,0.0110672768205
1479425476088700194,0.0126641467214
1479425476138632420,0.014065423049
1479425476188653632,0.0123080434278
1479425476238948004,0.0098732104525
1479425476288694141,0.0148214306682
1479425476338673200,0.0212180186063
1479425476388749768,0.0191087163985
1479425476438703321,0.0158325582743
1479425476488789361,0.0272586084902
1479425476538783734,0.0290016476065
1479425476588728563,0.0217462759465
1479425476638744234,0.0195115264505
1479425476688741578,0.0242376830429
1479425476738775155,0.0273688156158
1479425476788842204,0.0233233869076
1479425476838781343,0.013888483867
1479425476888787441,0.00485175009817
1479425476938859087,-0.00871607661247
1479425476988807753,-0.0147171765566
1479425477038887379,-0.0596317499876
1479425477088807040,-0.0642188861966
1479425477138807785,-0.058092482388
1479425477188922979,-0.05460370332
1479425477238840334,-0.0733356624842
1479425477288907543,-0.109197080135
1479425477338960729,-0.104735672474
1479425477388911861,-0.0923620313406
1479425477438887708,-0.116560228169
1479425477488922822,-0.101587846875
1479425477538942781,-0.127871647477
1479425477588987687,-0.154142454267
1479425477638925581,-0.171371713281
1479425477688937431,-0.190015405416
1479425477739556250,-0.182191669941
1479425477788948138,-0.188979610801
1479425477838934577,-0.213825419545
1479425477888948464,-0.257051348686
1479425477938965840,-0.229498639703
1479425477989077866,-0.251462846994
1479425478038942486,-0.234746426344
1479425478089057159,-0.180692330003
1479425478139048301,-0.16412474215
1479425478189090682,-0.153373911977
1479425478239012125,-0.191793814301
1479425478289079599,-0.225121542811
1479425478339057488,-0.241063609719
1479425478389110771,-0.289667963982
1479425478439078118,-0.337787717581
1479425478489071115,-0.349349528551
1479425478539067254,-0.299674898386
1479425478589087190,-0.308800071478
1479425478639055536,-0.380016595125
1479425478689149202,-0.347343116999
1479425478739100358,-0.29655277729
1479425478789153645,-0.31193241477
1479425478839141187,-0.32429265976
1479425478889151017,-0.296942442656
1479425478939240846,-0.293150693178
1479425478989147766,-0.291678994894
1479425479039211268,-0.289456188679
1479425479089230263,-0.312407970428
1479425479139194771,-0.300632178783
1479425479189200247,-0.280406504869
1479425479239561420,-0.26014187932
1479425479289276234,-0.242200925946
1479425479339312702,-0.242634132504
1479425479389220802,-0.262147039175
1479425479439204951,-0.248366191983
1479425479489263915,-0.249475866556
1479425479539223827,-0.225520402193
1479425479589374111,-0.201777145267
1479425479639242683,-0.16499325633
1479425479689337057,-0.135359033942
1479425479739281981,-0.11323376745
1479425479789362848,-0.0993658602238
1479425479839321743,-0.0812049210072
1479425479889297514,-0.067452147603
1479425479939325347,-0.0573251247406
1479425479989369360,-0.049649566412
1479425480039306009,-0.04315122962
1479425480089353722,-0.0329283811152
1479425480139374710,-0.0230113863945
1479425480189398477,-0.0176742840558
1479425480239342730,-0.0175870172679
1479425480289412357,-0.00920236669481
1479425480339480159,-0.00733363861218
1479425480389389047,-0.00882101804018
1479425480439429560,-0.0103521635756
1479425480489467589,-0.0107173100114
1479425480539445380,-0.00862543843687
1479425480589437071,-0.0109429480508
1479425480639443659,-0.0148356417194
1479425480689447340,-0.0113230403513
1479425480740004922,-0.010040123947
1479425480789486716,-0.00711831636727
1479425480839507375,-0.00560767995194
1479425480889508091,-0.0098639447242
1479425480939448035,-0.0107176825404
1479425480989617990,-0.01242390275
1479425481039511063,-0.0178381148726
1479425481089519192,-0.0179108940065
1479425481139559955,-0.0190304014832
1479425481189582228,-0.0178880058229
1479425481239551208,-0.010258086957
1479425481289593844,-0.00325396005064
1479425481339600229,-0.00283264415339
1479425481389564116,-0.00639600912109
1479425481439622040,-0.00609512580559
1479425481489651743,-0.00403879582882
1479425481539615797,-0.00256680208258
1479425481589642847,-0.00314374570735
1479425481639633409,-0.00433542160317
1479425481689633691,-0.00427716877311
1479425481739679479,-0.00181281962432
1479425481789695376,0.00368282129057
1479425481839683551,0.0067795724608
1479425481889671632,0.00793645903468
1479425481939663034,0.0171098336577
1479425481989643376,0.0191548578441
1479425482039684504,0.0169092640281
1479425482089705119,0.0149610443041
1479425482139781143,0.0226358715445
1479425482189705241,0.0305843763053
1479425482240345436,0.0316447764635
1479425482289755682,0.0431986711919
1479425482339806233,0.0609891861677
1479425482389809053,0.0666753947735
1479425482439757697,0.0601666718721
1479425482489739271,0.0635943412781
1479425482539873009,0.0575542636216
1479425482589808311,0.0574712641537
1479425482639842908,0.0767477601767
1479425482689800193,0.0738540291786
1479425482739811890,0.0784659087658
1479425482789802899,0.146504089236
1479425482839871403,0.163997679949
1479425482889818491,0.164181157947
1479425482939888311,0.167397782207
1479425482990024259,0.200798243284
1479425483039857199,0.188079163432
1479425483089982809,0.175721272826
1479425483139940003,0.186948761344
1479425483189903545,0.183170855045
1479425483239937856,0.180050238967
1479425483289899135,0.16968460381
1479425483339973692,0.173245593905
1479425483389926110,0.175606280565
1479425483440027209,0.167523935437
1479425483490051428,0.137832567096
1479425483539966508,0.132088333368
1479425483590036702,0.117561727762
1479425483640054335,0.106142610312
1479425483689970189,0.108878396451
1479425483739974784,0.111903399229
1479425483789997770,0.0998976677656
1479425483840003304,0.0808376669884
1479425483889996738,0.079911082983
1479425483940037920,0.0492036007345
1479425483990053907,0.0301489066333
1479425484040008904,0.0256789401174
1479425484090177169,0.0210789740086
1479425484140130080,0.0159735530615
1479425484190031016,0.0157101266086
1479425484240058543,0.0197764839977
1479425484290090105,0.00986070744693
1479425484340062246,0.00415894389153
1479425484390093269,0.00638870010152
1479425484440231873,0.00904999952763
1479425484490102584,0.0102970153093
1479425484540124506,0.0132278054953
1479425484590171023,0.011500983499
1479425484640184141,0.0193558447063
1479425484690170884,0.0178972259164
1479425484740210717,0.0160428099334
1479425484790190355,0.0112877273932
